route_id,route_number,route_description,distance_dir_0_km,distance_dir_1_km,trip_time_0_min,trip_time_1_min,road_gradient_0_%,road_gradient_1_%,number_of_daily_roundtrips_0,number_of_daily_roundtrips_1,stop_coordinates_array_0,stop_coordinates_array_1,daily_passenger_demand,emissions_impact_score,equity_score,base_buses
3-50-G-015-6,50,"Dessauerstraße - Olympia-Einkaufszentrum - Frankfurter Ring - Studentenstadt - Unterföhring, Feringastraße - Johanneskirchen Bf.",13.53,13.57,45.5,43.5,0.776,0.751,106.0,105.0,"[[48.18073176, 11.53160144], [48.18245081, 11.53017312], [48.18385835, 11.53143076], [48.18690689, 11.53414367], [48.18618819, 11.54246207], [48.18606841, 11.54575889], [48.18593665, 11.55237947], [48.18637985, 11.55789513], [48.18673321, 11.56198246], [48.18713447, 11.56679743], [48.18712849, 11.57258258], [48.1858528, 11.57269936], [48.18434349, 11.57535838], [48.18417579, 11.57857434], [48.18426563, 11.585159], [48.18406798, 11.59123161], [48.182918, 11.5965676], [48.18054608, 11.60153528], [48.17973744, 11.6032331], [48.18346903, 11.60783247], [48.17901266, 11.63278767], [48.17848553, 11.63539279], [48.17597563, 11.63115274], [48.17294441, 11.63653365], [48.17002685, 11.63502448], [48.16839725, 11.64363932], [48.16933787, 11.6446634], [48.16845117, 11.6462085]]","[[48.16845117, 11.6462085], [48.16901435, 11.64335186], [48.16792993, 11.64314525], [48.16991901, 11.63534787], [48.17286054, 11.63684806], [48.17655669, 11.63068561], [48.17823994, 11.63588686], [48.17990516, 11.63134138], [48.18373257, 11.60809299], [48.17988719, 11.60415836], [48.18091745, 11.60125681], [48.18301982, 11.59675625], [48.18425365, 11.59082737], [48.18435547, 11.5841978], [48.1842836, 11.57893367], [48.18446328, 11.57538533], [48.18603247, 11.57284309], [48.18764354, 11.57211546], [48.18726623, 11.56558471], [48.18697277, 11.56176687], [48.18647567, 11.55632308], [48.1861822, 11.55044809], [48.18630798, 11.54568702], [48.18661342, 11.54062951], [48.18676315, 11.53336214], [48.18415782, 11.53139483], [48.18201956, 11.53037075], [48.18073176, 11.53160144]]",6146,3241.74,0.4123,10
3-51-G-015-6,51,Moosach Bf. - Romanplatz - Laim Bf. - Laimer Platz - Holzapfelkreuth - Aidenbachstraße,13.78,12.28,52.5,49.0,0.806,0.415,106.0,106.0,"[[48.18063593, 11.50735591], [48.17907256, 11.50712235], [48.17709582, 11.50600844], [48.17441811, 11.5027206], [48.1726928, 11.5043735], [48.17053009, 11.50901779], [48.16937382, 11.51030238], [48.16726489, 11.50936814], [48.16403543, 11.50699658], [48.16105144, 11.51135341], [48.15794144, 11.51143426], [48.15590396, 11.51122765], [48.14623081, 11.52017487], [48.14338365, 11.51929452], [48.14341362, 11.50205585], [48.14017067, 11.50296315], [48.13604026, 11.50283738], [48.13132195, 11.50265772], [48.1258237, 11.50258585], [48.12087658, 11.50233433], [48.11589299, 11.5022445], [48.11157469, 11.50216365], [48.10817377, 11.50203788], [48.09784368, 11.50908067], [48.09793967, 11.51318598], [48.0987436, 11.51939333], [48.09900757, 11.52312134], [48.09809566, 11.52427119]]","[[48.09809566, 11.52427119], [48.09958951, 11.5229866], [48.09886359, 11.51799196], [48.09829964, 11.51368005], [48.09857562, 11.50771524], [48.10716005, 11.50234331], [48.1126363, 11.50251399], [48.11665465, 11.5026128], [48.1217581, 11.50276552], [48.12584169, 11.503044], [48.13604026, 11.50316078], [48.13951127, 11.50325061], [48.14305397, 11.503574], [48.14740559, 11.50340332], [48.14964119, 11.50358298], [48.15133131, 11.50434655], [48.15297943, 11.50846982], [48.15494512, 11.51174867], [48.15907401, 11.51166782], [48.16119525, 11.51144324], [48.16415527, 11.50745472], [48.16715704, 11.5097095], [48.1708596, 11.50878423], [48.17271676, 11.50349315], [48.17436419, 11.50283738], [48.17655669, 11.50555928], [48.17927023, 11.50713133], [48.18063593, 11.50735591]]",8916,3126.62,0.5231,11
3-52-G-015-1,52,Sendlinger Tor - Kolumbuspl. (Nord) - Candipl. - Tierpark (Alemannenstr.),5.61,5.87,23.5,24.5,1.373,1.363,105.0,103.0,"[[48.13316856, 11.56707591], [48.13533883, 11.57270835], [48.13547672, 11.57377734], [48.13508704, 11.57485532], [48.1331146, 11.57385819], [48.13229922, 11.5750799], [48.12991896, 11.5783857], [48.1266092, 11.58302101], [48.12421669, 11.5806764], [48.1221239, 11.57901452], [48.12070267, 11.57655314], [48.11916746, 11.57499905], [48.11590498, 11.57291496], [48.11382985, 11.57192681], [48.11174263, 11.57056137], [48.11008719, 11.56690523], [48.10786186, 11.56483012], [48.10352489, 11.56138957], [48.10082534, 11.55917073]]","[[48.10060937, 11.55873056], [48.10390881, 11.56181178], [48.10778388, 11.56520741], [48.1100572, 11.56720167], [48.1115447, 11.57032781], [48.11338002, 11.57186393], [48.11531124, 11.57278021], [48.11991708, 11.57578058], [48.12057674, 11.57668788], [48.12162017, 11.57878096], [48.12476836, 11.58170947], [48.12684305, 11.58302999], [48.13006886, 11.5784396], [48.13216732, 11.57546617], [48.13328247, 11.57400192], [48.13518296, 11.57505295], [48.13566856, 11.57365158], [48.13535682, 11.57228614], [48.13316856, 11.56707591]]",2755,1456.53,0.925,7
3-53-G-015-5,53,Münchner Freiheit - Nordbad - Rotkreuzpl. - Schwanthalerhöhe - Harras - Aidenbachstr.,13.17,12.82,52.5,53.5,0.721,0.515,104.0,104.0,"[[48.16233374, 11.58663223], [48.15939759, 11.58502425], [48.15997285, 11.58055064], [48.16050616, 11.57409175], [48.16122522, 11.56817185], [48.16103347, 11.56258433], [48.16147089, 11.55759868], [48.16145891, 11.55369999], [48.15975114, 11.547834], [48.15752197, 11.54376463], [48.15559833, 11.5402073], [48.15260187, 11.53392808], [48.15147515, 11.53667692], [48.14992288, 11.53655116], [48.14606897, 11.53532945], [48.14267034, 11.53442215], [48.13943933, 11.53396401], [48.13633401, 11.53422452], [48.13489519, 11.53446706], [48.13485922, 11.53739557], [48.13363619, 11.53965933], [48.1305605, 11.53910237], [48.12791634, 11.53903949], [48.1259796, 11.54029713], [48.12207592, 11.54104273], [48.11997705, 11.54056663], [48.11692453, 11.53926407], [48.11700249, 11.53653319], [48.11324807, 11.53366756], [48.10966732, 11.53411672], [48.10600834, 11.53266145], [48.10280502, 11.53006532], [48.1004474, 11.52920294], [48.09579781, 11.52755902], [48.09541383, 11.52354355], [48.09799367, 11.52385796]]","[[48.0976097, 11.52403762], [48.09515584, 11.52421729], [48.09553983, 11.52764885], [48.10048339, 11.52935565], [48.1023491, 11.53005634], [48.10530651, 11.53221229], [48.10929544, 11.53435927], [48.11306214, 11.53389214], [48.11678059, 11.53667692], [48.1172004, 11.54018933], [48.12009099, 11.54087205], [48.12189602, 11.5412224], [48.12571577, 11.54064747], [48.12795832, 11.53916525], [48.13102816, 11.53938983], [48.13331244, 11.53983001], [48.13499711, 11.53740456], [48.13526689, 11.53414367], [48.13629804, 11.53442215], [48.13970909, 11.53480842], [48.14253247, 11.53489826], [48.14672829, 11.53661404], [48.1500847, 11.53710811], [48.15200855, 11.53626369], [48.15316522, 11.53425147], [48.15566425, 11.54055764], [48.15719837, 11.5432975], [48.15918187, 11.54697161], [48.16140498, 11.55396051], [48.16138101, 11.55759868], [48.16087767, 11.56431808], [48.16111137, 11.56807304], [48.1603983, 11.57407379], [48.16260338, 11.57686755], [48.1624356, 11.58219456], [48.16186037, 11.5857968]]",8994,3144.18,0.7805,12
3-54-G-015-8,54,Münchner Freiheit - Herkomerpl. - Ostbahnhof - Giesing - Harras - Lorettopl.,20.59,19.76,70.5,70.5,1.0,0.805,102.0,99.0,"[[48.16283706, 11.58618308], [48.15918786, 11.58518595], [48.15707852, 11.58508713], [48.15655117, 11.58937209], [48.15256591, 11.59341451], [48.15097771, 11.59556149], [48.15230221, 11.5988583], [48.14877813, 11.60123884], [48.15049225, 11.6088296], [48.14826867, 11.60799417], [48.14436069, 11.60655687], [48.13914559, 11.60702399], [48.13579446, 11.60940453], [48.1320594, 11.60952131], [48.12793433, 11.60394277], [48.12553588, 11.59975662], [48.12418071, 11.60129274], [48.11923942, 11.60017883], [48.1156411, 11.60164308], [48.11513731, 11.5967832], [48.11457355, 11.5923545], [48.11080096, 11.59398944], [48.10982328, 11.5890487], [48.11092691, 11.58449424], [48.11083095, 11.5791852], [48.11194656, 11.57534041], [48.11176662, 11.56984272], [48.11311612, 11.56608776], [48.11235441, 11.55281066], [48.11214449, 11.54819332], [48.11284023, 11.54022527], [48.11692453, 11.53926407], [48.1169905, 11.53555403], [48.11694852, 11.53129601], [48.11668464, 11.52657087], [48.11518529, 11.5228788], [48.11353596, 11.51746196], [48.11336203, 11.51415616], [48.11259432, 11.50737388], [48.11224645, 11.50172347], [48.11201253, 11.49430339], [48.10834172, 11.49102454], [48.10356088, 11.48849129]]","[[48.10383083, 11.48874282], [48.10803581, 11.4910425], [48.11204852, 11.49543527], [48.11209051, 11.50284637], [48.11247436, 11.50828117], [48.11321209, 11.51344649], [48.1131701, 11.51769552], [48.11482544, 11.522771], [48.11642675, 11.52674155], [48.11674461, 11.53257162], [48.1167746, 11.53593132], [48.11617487, 11.54003662], [48.11311013, 11.5392461], [48.11132278, 11.53938085], [48.11219847, 11.54928028], [48.11209051, 11.55442763], [48.11277425, 11.56597098], [48.11113684, 11.57007628], [48.11249836, 11.57672382], [48.11120882, 11.57991283], [48.11093291, 11.5839822], [48.10970331, 11.58928226], [48.11147872, 11.59428588], [48.11447759, 11.59281264], [48.11495739, 11.59745693], [48.11611489, 11.60208326], [48.11916746, 11.60052917], [48.12122439, 11.5991817], [48.12562583, 11.60019679], [48.12799429, 11.60386192], [48.13212535, 11.60978182], [48.13529087, 11.60986267], [48.13954124, 11.60692518], [48.14410894, 11.60672755], [48.14819076, 11.60816485], [48.1508998, 11.60858706], [48.148892, 11.60021476], [48.15319518, 11.59938831], [48.15101966, 11.5949686], [48.15293149, 11.5934774], [48.15671896, 11.58871632], [48.15723433, 11.58479967], [48.15882832, 11.58538357], [48.16223188, 11.58653342]]",9349,4640.17,0.5564,15
3-55-G-015-1,55,"Ostbahnhof - Karl-Preis-Platz - Neuperlach Zentrum - Waldheimplatz (- Waldperlach Süd) - Putzbrunn, M.-Haslbeck-Straße",14.67,14.17,41.5,42.0,0.77,0.593,51.0,49.0,"[[48.12773047, 11.60365531], [48.12553588, 11.59975662], [48.12418071, 11.60129274], [48.12114643, 11.60561363], [48.11814196, 11.6100064], [48.11474148, 11.61312355], [48.1115327, 11.61760614], [48.1087616, 11.61871107], [48.10625428, 11.62111856], [48.10369885, 11.62460402], [48.09978748, 11.63075748], [48.09865961, 11.63728823], [48.09800567, 11.64027962], [48.09728573, 11.64452865], [48.10104131, 11.64740326], [48.09840763, 11.6488765], [48.09739972, 11.65265841], [48.0960078, 11.65498504], [48.09388386, 11.65445504], [48.09070979, 11.66131817], [48.08796157, 11.66915147], [48.08514119, 11.67502646], [48.08226064, 11.67244829], [48.08553125, 11.67490968], [48.08317283, 11.68029058], [48.08178053, 11.69274123], [48.07978204, 11.70189507], [48.07741135, 11.71121958], [48.07591686, 11.71556743], [48.07421225, 11.72031951], [48.07720728, 11.71996019]]","[[48.07720728, 11.71996019], [48.07446434, 11.72007697], [48.07613893, 11.71569319], [48.07751938, 11.71143518], [48.07996808, 11.7018771], [48.08178053, 11.6937204], [48.08332886, 11.68020075], [48.08514119, 11.67502646], [48.08226064, 11.67244829], [48.08599932, 11.67437967], [48.08804558, 11.66924131], [48.0908118, 11.66148885], [48.09435786, 11.65412266], [48.09653578, 11.65496708], [48.0976577, 11.65273925], [48.09861161, 11.64863395], [48.10101732, 11.64684631], [48.09744771, 11.64416933], [48.09801167, 11.64068386], [48.09902557, 11.63585093], [48.10062737, 11.63046104], [48.10389682, 11.62465792], [48.10638025, 11.62128025], [48.1084317, 11.61906141], [48.11215048, 11.61751631], [48.11568908, 11.61376135], [48.11872368, 11.60926079], [48.12127236, 11.60564058], [48.1251821, 11.59997221], [48.12716084, 11.60249648]]",2050,1634.38,0.3642,5
3-56-G-015-7,56,Schloss Blutenburg - Pasing Bf. - Blumenau - Großhadern - Fürstenried West,11.4,12.55,37.5,39.5,0.938,0.534,117.0,117.0,"[[48.16438295, 11.45453497], [48.1651379, 11.45295394], [48.16442489, 11.44759099], [48.16308872, 11.44357552], [48.16037433, 11.44589318], [48.1571744, 11.45040272], [48.15323713, 11.45581956], [48.14884406, 11.4603291], [48.14629074, 11.45908045], [48.14380324, 11.45793959], [48.13979901, 11.45737365], [48.13744308, 11.46098487], [48.13553667, 11.46318575], [48.13264696, 11.46825224], [48.12779043, 11.47498961], [48.12584769, 11.475313], [48.12572177, 11.47885237], [48.12205194, 11.47871762], [48.12018094, 11.47819659], [48.11523927, 11.47703777], [48.11374588, 11.47672336], [48.11087293, 11.4738757], [48.10850368, 11.47539385], [48.10524053, 11.47516927], [48.09922955, 11.47892423], [48.09358387, 11.48115205], [48.08879565, 11.48008306]]","[[48.08858563, 11.48025374], [48.09323586, 11.48127782], [48.09951151, 11.4789422], [48.10526452, 11.475313], [48.10864164, 11.47541182], [48.11159868, 11.47394756], [48.11361393, 11.47704675], [48.11601294, 11.47755879], [48.12003702, 11.47853795], [48.12179408, 11.47900508], [48.12588366, 11.47885237], [48.12572776, 11.47594182], [48.12809622, 11.47491774], [48.13228123, 11.46927632], [48.13539279, 11.46369779], [48.13726923, 11.46133522], [48.14049438, 11.45675381], [48.14388716, 11.45815518], [48.14626677, 11.45931401], [48.14657245, 11.46100284], [48.14896992, 11.46050877], [48.153351, 11.45592736], [48.15767777, 11.44996255], [48.16039231, 11.44608182], [48.16387365, 11.44376417], [48.16437097, 11.44796829], [48.16502406, 11.45298088], [48.16524575, 11.45632262], [48.16438295, 11.45453497]]",6146,3212.25,0.367,16
3-57-G-015-4,57,Freiham Bf. - Neuaubing West - Altenburgstr. - Westkreuz - Pasing Bf. - Westbad - Laimer Platz,11.82,11.97,43.0,42.5,0.643,0.644,104.0,106.0,"[[48.14063225, 11.41113736], [48.14091399, 11.40953836], [48.14222077, 11.40820885], [48.14493013, 11.40669968], [48.14638065, 11.40590018], [48.14946139, 11.40504678], [48.15201454, 11.40672663], [48.15254194, 11.41023006], [48.15055219, 11.41302382], [48.14831662, 11.41376044], [48.14641062, 11.41505401], [48.14750748, 11.42198002], [48.14839454, 11.42550142], [48.14918569, 11.43097216], [48.14921565, 11.43350541], [48.1501806, 11.43706274], [48.14919767, 11.44102431], [48.14881409, 11.44581233], [48.15069603, 11.44945051], [48.15073798, 11.45453497], [48.14919767, 11.45929604], [48.14629074, 11.45908045], [48.14380324, 11.45793959], [48.14039247, 11.45758026], [48.14031454, 11.46220658], [48.14038048, 11.46884513], [48.14154341, 11.47314806], [48.14157937, 11.48122392], [48.13871397, 11.47965187], [48.13739512, 11.48403564], [48.13608822, 11.49219235], [48.13517697, 11.49972921]]","[[48.13517697, 11.49972921], [48.13621411, 11.49328829], [48.13767688, 11.48376615], [48.13867201, 11.48008306], [48.14178917, 11.4811251], [48.14172324, 11.47337264], [48.14040446, 11.46786597], [48.1404704, 11.46091301], [48.14049438, 11.45675381], [48.14388716, 11.45815518], [48.14626677, 11.45931401], [48.14657245, 11.46100284], [48.14936549, 11.45937689], [48.15087583, 11.45449005], [48.15048626, 11.44855219], [48.14883806, 11.4456686], [48.14934152, 11.44105126], [48.15046229, 11.43670341], [48.14942543, 11.43391863], [48.14936549, 11.43099911], [48.14864627, 11.42595956], [48.14757341, 11.42177341], [48.14654248, 11.41477554], [48.14886803, 11.41377841], [48.15038437, 11.41329332], [48.15258988, 11.40985277], [48.15209245, 11.40660087], [48.14965917, 11.40480424], [48.14598506, 11.40581933], [48.14480425, 11.40645714], [48.14205293, 11.40806512], [48.14063225, 11.41113736]]",6150,2898.42,0.4081,11
3-59-G-015-1,59,Ackermannbogen - Kurfürstenplatz - Münchner Freiheit - Dietlindenstraße - Richard-Strauss-Sraße - Einsteinstraße - Karl-Preis-Platz - Giesing Bf.,13.15,14.51,46.5,51.0,0.882,0.613,103.0,103.0,"[[48.16500609, 11.55628714], [48.16396952, 11.55692495], [48.16138101, 11.55759868], [48.16087767, 11.56431808], [48.16111137, 11.56807304], [48.1603983, 11.57407379], [48.16260338, 11.57686755], [48.1624356, 11.58219456], [48.16223188, 11.58653342], [48.16730084, 11.58701851], [48.16621039, 11.5909711], [48.16360402, 11.59559742], [48.15592793, 11.6071228], [48.15208047, 11.6147495], [48.14864627, 11.61628562], [48.14308394, 11.6154412], [48.1394753, 11.61478543], [48.13645991, 11.61476747], [48.13039862, 11.61523459], [48.12685504, 11.61337508], [48.12449852, 11.61300677], [48.12039683, 11.61261151], [48.11814196, 11.6100064], [48.11474148, 11.61312355], [48.11033311, 11.61195574], [48.10853967, 11.60331395], [48.10731601, 11.59625319], [48.110663, 11.59567827]]","[[48.110663, 11.59567827], [48.10678815, 11.59670235], [48.10853367, 11.60481413], [48.11042308, 11.61269236], [48.11568908, 11.61376135], [48.11858575, 11.61035674], [48.12149424, 11.61312355], [48.12445654, 11.61330321], [48.12648928, 11.61365356], [48.1301408, 11.61562985], [48.13722726, 11.61492916], [48.13940936, 11.61484832], [48.14269432, 11.61539629], [48.14914373, 11.61633054], [48.15271574, 11.61470459], [48.15613768, 11.6072845], [48.16332241, 11.59685506], [48.16654592, 11.59060279], [48.16678558, 11.58619206], [48.16233374, 11.58663223], [48.15939759, 11.58502425], [48.15997285, 11.58055064], [48.16050616, 11.57409175], [48.16122522, 11.56817185], [48.16103347, 11.56258433], [48.16147089, 11.55759868], [48.16145891, 11.55369999], [48.1649941, 11.55552357]]",6823,3222.56,0.6365,11
3-60-G-015-1,60,Dülferstraße - Hasenbergl - Max-Wönner-Straße - OEZ - Dessauerstr.,8.62,8.47,28.5,27.5,0.754,0.626,110.0,106.0,"[[48.2126176, 11.56282688], [48.22002784, 11.56066194], [48.21979442, 11.55670037], [48.21686156, 11.55333169], [48.21288099, 11.5561524], [48.20840921, 11.55580205], [48.20787042, 11.55225371], [48.20411665, 11.55251422], [48.20215884, 11.55342152], [48.2002728, 11.54993605], [48.20087155, 11.54396226], [48.20382927, 11.53874305], [48.19933275, 11.53555403], [48.19794959, 11.53540131], [48.19551848, 11.53478147], [48.18676315, 11.53336214], [48.18415782, 11.53139483], [48.18201956, 11.53037075], [48.18073176, 11.53160144]]","[[48.18073176, 11.53160144], [48.18245081, 11.53017312], [48.18385835, 11.53143076], [48.18736805, 11.53387418], [48.19533285, 11.53495215], [48.1980394, 11.53573369], [48.19941059, 11.53591335], [48.20397296, 11.53881491], [48.20080569, 11.54412395], [48.2001291, 11.55050199], [48.20166189, 11.55357423], [48.20423041, 11.55264897], [48.208056, 11.55260405], [48.20828948, 11.55575714], [48.21358135, 11.55653867], [48.21682565, 11.55352033], [48.21974654, 11.55755377], [48.21996201, 11.56071584], [48.21303663, 11.56215314]]",4807,2102.2,0.4031,9
